project_code,mounting_zone,environment_rating,wire_count,connector_count,splice_count,branch_points,avg_wire_length_m,total_wire_length_m,dominant_awg,awg_mix_entropy,insulation,shield_type,bundle_protection,connector_series,voltage_level,continuity_test,insulation_resistance_test,hipot_test,harness_weight_kg,current_max_amp,complexity_score,estimated_build_time_hr,estimated_material_cost_usd,defect_risk_prob,likely_defect
P4749,Engine Nacelle,Normal,113,26,6,5,1.54,174.02,26,0.564,Polyimide,Foil,Braided Sleeving,D-Sub,28VDC,TRUE,TRUE,FALSE,1.203,1.2,7.42,20.71,410.28,0.28,0
P3963,Engine Nacelle,Normal,120,30,5,6,1.393,167.21,18,0.74,PTFE,None,Spiral Wrap,MIL-DTL-38999,28VDC,TRUE,TRUE,FALSE,3.154,8,6.63,26.28,1393.78,0.236,1
P8219,Avionics Bay,Normal,60,10,2,0,2.046,122.78,22,0.729,XL-ETFE,Foil,Lacing Cord,MIL-DTL-38999,28VDC,TRUE,TRUE,FALSE,1.483,3,5.83,16.68,560.57,0.238,0
P9406,Avionics Bay,Moisture-Prone,69,21,3,2,1.623,112,18,0.85,PVC,None,Heat Shrink,MIL-DTL-38999,230VAC 50Hz,TRUE,TRUE,TRUE,2.157,8,6.18,17.5,997.73,0.243,0
P9829,Wing Root,Normal,62,16,0,2,1.73,107.27,18,0.836,Polyimide,None,Spiral Wrap,MIL-DTL-26482,28VDC,TRUE,TRUE,FALSE,2.06,8,5.55,13.3,486.15,0.224,1
P6985,Wing Root,High Temp,76,17,3,4,1.394,105.92,14,0.651,PTFE,None,Spiral Wrap,MIL-DTL-26482,28VDC,TRUE,TRUE,FALSE,3.492,17,6.33,12.81,518.09,0.224,0
P6643,Avionics Bay,Moisture-Prone,36,10,4,1,1.666,59.97,16,0.645,PTFE,None,Lacing Cord,MIL-DTL-38999,28VDC,TRUE,TRUE,FALSE,1.481,13,5.47,12.41,483.3,0.227,0
P1390,Cabin,High Temp,66,13,1,3,1.518,100.17,10,0.479,PTFE,None,Lacing Cord,D-Sub,28VDC,TRUE,TRUE,FALSE,5.486,25.5,5.9,12.15,301.87,0.239,1
P2080,Cabin,High Temp,77,17,3,4,2.246,172.92,22,0.178,Polyimide,None,Spiral Wrap,MIL-DTL-38999,115VAC 400Hz,TRUE,TRUE,TRUE,1.779,2.55,6.55,16.01,834.25,0.252,1
P4667,Cockpit,Vibration-Prone,74,22,1,1,1.613,119.37,26,0.523,XL-ETFE,Foil,Spiral Wrap,MIL-DTL-26482,115VAC 400Hz,TRUE,TRUE,FALSE,0.819,1.2,6.82,19.48,582.43,0.364,0
P8875,Avionics Bay,Vibration-Prone,96,21,5,1,1.109,106.48,20,0.681,XL-ETFE,None,Braided Sleeving,MIL-DTL-38999,270VDC,TRUE,TRUE,TRUE,1.545,5,6.57,22.69,916.17,0.357,0
P4801,Wing Root,Normal,84,17,1,7,1.412,118.61,18,0.664,XL-ETFE,None,Lacing Cord,Micro-D,115VAC 400Hz,TRUE,TRUE,TRUE,2.205,8,5.9,22.11,600.81,0.242,1
P7798,Cockpit,Moisture-Prone,86,19,5,3,1.796,154.43,22,0.794,PTFE,Braid,Braided Sleeving,MIL-DTL-26482,230VAC 50Hz,TRUE,TRUE,FALSE,1.889,3,7.33,19.66,557.11,0.253,0
P5624,Cabin,Vibration-Prone,95,23,6,6,1.857,176.39,18,0.523,XL-ETFE,None,Lacing Cord,MIL-DTL-38999,28VDC,TRUE,TRUE,FALSE,3.19,8,6.93,21.14,1126.03,0.404,0
P8864,Avionics Bay,Normal,89,21,3,3,1.562,139.04,20,0.636,XL-ETFE,Braid,Heat Shrink,Micro-D,28VDC,TRUE,TRUE,FALSE,2.1,5,6.94,18.51,741.75,0.242,1
P6177,Cargo Bay,Vibration-Prone,72,14,2,4,1.558,112.2,22,0.858,PTFE,None,Spiral Wrap,MIL-DTL-38999,230VAC 50Hz,TRUE,TRUE,TRUE,1.322,3,6.22,13.61,662.9,0.341,1
P8476,Cabin,Normal,26,6,3,0,1.808,47,24,0.832,PTFE,Braid,Braided Sleeving,MIL-DTL-83723,115VAC 400Hz,TRUE,TRUE,TRUE,0.447,2,5.45,13.08,241.46,0.202,0
P6129,Avionics Bay,Normal,94,26,5,6,1.345,126.43,20,0.759,XL-ETFE,None,Lacing Cord,Micro-D,115VAC 400Hz,TRUE,TRUE,FALSE,1.862,5,6.43,19.3,802.9,0.256,0
P4672,Cargo Bay,Moisture-Prone,59,20,2,2,2.091,123.35,18,0.69,PTFE,Braid,Braided Sleeving,MIL-DTL-38999,115VAC 400Hz,TRUE,TRUE,TRUE,2.42,8,6.89,18.77,924.19,0.241,0
P8661,Avionics Bay,Normal,119,30,3,4,1.509,179.61,22,0.73,XL-ETFE,Braid,Lacing Cord,MIL-DTL-38999,28VDC,TRUE,TRUE,FALSE,2.17,3,7.32,21.38,1390.84,0.283,0
P9887,Cabin,Normal,147,35,6,7,0.629,92.42,20,0.775,PTFE,None,Spiral Wrap,MIL-DTL-83723,28VDC,TRUE,TRUE,FALSE,1.365,5,6.9,25.08,1289.64,0.243,1
P7117,Avionics Bay,Normal,68,21,0,4,1.377,93.64,18,0.148,PTFE,Braid,Braided Sleeving,MIL-DTL-26482,115VAC 400Hz,TRUE,TRUE,TRUE,1.645,8,6.53,19.37,570.7,0.231,0
P8087,Cockpit,Normal,93,27,0,5,1.389,129.21,22,0.383,XL-ETFE,Foil,Braided Sleeving,Micro-D,230VAC 50Hz,TRUE,TRUE,TRUE,1.458,3,6.64,16.44,795.89,0.233,1
P8066,Wing Root,Normal,88,19,3,2,1.718,151.21,24,0.822,Polyimide,Braid,Heat Shrink,MIL-DTL-38999,28VDC,TRUE,TRUE,FALSE,1.436,2,7.04,20.75,866.19,0.268,0
P1063,Cabin,Moisture-Prone,101,24,4,10,1.415,142.96,18,0.711,XL-ETFE,Foil+Braid,Lacing Cord,Micro-D,28VDC,TRUE,TRUE,FALSE,2.816,8,7.95,20.77,813.98,0.302,0
P7532,Cockpit,Normal,72,21,3,7,1.18,84.98,26,0.737,Polyimide,Braid,Lacing Cord,MIL-DTL-83723,28VDC,TRUE,TRUE,FALSE,0.607,1.2,7.2,19.88,765.62,0.304,0
P3349,Cockpit,Vibration-Prone,63,16,0,0,1.087,68.51,24,0.45,Polyimide,Braid,Braided Sleeving,D-Sub,270VDC,TRUE,FALSE,TRUE,0.605,2,6.76,17.27,205.73,0.389,1
P7279,Cabin,Vibration-Prone,104,27,6,4,1.215,126.35,18,0.564,PTFE,Braid,Lacing Cord,D-Sub,28VDC,TRUE,TRUE,FALSE,2.418,8,7.87,28.82,438.46,0.442,0
P2144,Engine Nacelle,Moisture-Prone,27,10,2,2,1.731,46.74,16,0.1,PTFE,Foil,Braided Sleeving,MIL-DTL-83723,28VDC,TRUE,TRUE,FALSE,1.084,13,5.92,11.69,374.49,0.213,1
P5407,Cabin,High Temp,73,18,5,6,2.293,167.42,18,0.476,XL-ETFE,Braid,Lacing Cord,MIL-DTL-38999,28VDC,TRUE,TRUE,FALSE,3.149,6.8,7.43,21.19,935.13,0.286,0
P5290,Engine Nacelle,High Temp,50,16,2,5,1.131,56.53,18,0.718,Polyimide,None,Braided Sleeving,MIL-DTL-38999,28VDC,TRUE,TRUE,FALSE,1.062,6.8,6.25,14.31,749.08,0.243,1
P5816,Cockpit,Normal,74,23,2,4,0.918,67.95,18,0.811,XL-ETFE,Foil+Braid,Braided Sleeving,MIL-DTL-38999,230VAC 50Hz,TRUE,TRUE,TRUE,1.364,8,7.08,20.27,951.71,0.247,0
P2362,Cargo Bay,Normal,47,8,3,1,1.517,71.29,20,0.871,XL-ETFE,None,Lacing Cord,MIL-DTL-83723,115VAC 400Hz,TRUE,TRUE,TRUE,1.072,5,5.12,13.49,325.75,0.218,0
P7255,Cabin,Vibration-Prone,80,27,0,5,1.4,111.98,18,0.582,PTFE,Foil,Heat Shrink,MIL-DTL-38999,28VDC,TRUE,TRUE,FALSE,2.151,8,7.06,16.88,1234.19,0.371,0
P8506,Cockpit,Normal,114,30,6,5,1.79,204.07,22,0.539,PTFE,None,Heat Shrink,MIL-DTL-26482,230VAC 50Hz,TRUE,TRUE,TRUE,2.262,3,6.61,21.22,791.85,0.234,0
P2902,Engine Nacelle,Vibration-Prone,106,29,4,6,1.382,146.44,22,0.317,PTFE,None,Lacing Cord,MIL-DTL-26482,28VDC,TRUE,TRUE,FALSE,1.552,3,7,22.54,745.9,0.407,1
P3906,Cockpit,Moisture-Prone,95,25,5,7,1.902,180.65,22,0.65,XL-ETFE,None,Spiral Wrap,MIL-DTL-38999,28VDC,TRUE,TRUE,FALSE,2.047,3,6.78,22.55,1134.33,0.239,0
P6652,Engine Nacelle,Normal,61,18,0,3,1.471,89.76,14,0.592,XL-ETFE,None,Lacing Cord,MIL-DTL-26482,28VDC,TRUE,TRUE,FALSE,2.925,20,5.45,13.6,518.44,0.227,0
P2057,Cockpit,Normal,69,16,0,7,1.445,99.71,22,0.551,XL-ETFE,Braid,Lacing Cord,MIL-DTL-38999,115VAC 400Hz,TRUE,TRUE,TRUE,1.163,3,6.52,15.51,786.64,0.257,0
P2517,Cockpit,High Temp,109,27,6,7,1.562,170.28,20,0.664,PTFE,Foil,Lacing Cord,D-Sub,115VAC 400Hz,TRUE,TRUE,TRUE,2.585,4.25,7.7,21.49,450.11,0.295,1
P9254,Cockpit,Normal,60,12,2,4,1.847,110.84,20,0.455,PVC,Braid,Lacing Cord,Micro-D,115VAC 400Hz,TRUE,TRUE,TRUE,1.615,5,6.44,13.6,479.52,0.278,0
P4754,Engine Nacelle,Normal,95,24,3,4,1.824,173.29,14,0.856,XL-ETFE,None,Lacing Cord,MIL-DTL-26482,28VDC,TRUE,TRUE,FALSE,5.941,20,6.2,17,748.53,0.249,0
P4490,Engine Nacelle,Normal,110,26,4,3,1.435,157.89,22,0.1,XL-ETFE,None,Heat Shrink,D-Sub,28VDC,TRUE,TRUE,FALSE,1.598,3,6.33,17.54,376.97,0.225,0
P1948,Cockpit,Normal,113,27,4,4,1.055,119.25,18,0.356,XL-ETFE,None,Lacing Cord,D-Sub,28VDC,TRUE,TRUE,FALSE,2.085,8,6.41,20.6,391.51,0.256,1
P2329,Cargo Bay,High Temp,99,24,2,5,1.483,146.86,18,0.798,PTFE,Foil+Braid,Heat Shrink,MIL-DTL-83723,115VAC 400Hz,TRUE,TRUE,TRUE,2.941,6.8,7.73,21.6,999.82,0.265,1
P6274,Avionics Bay,Normal,43,12,1,2,1.369,58.86,24,0.468,PTFE,Braid,Braided Sleeving,D-Sub,115VAC 400Hz,TRUE,TRUE,FALSE,0.522,2,6.04,16.98,162.47,0.218,0
P4629,Engine Nacelle,Normal,75,22,3,1,1.514,113.53,16,0.654,PTFE,Foil,Heat Shrink,Micro-D,115VAC 400Hz,TRUE,FALSE,TRUE,2.949,13,6.5,19.01,659.73,0.23,0
P3401,Cockpit,Normal,60,22,0,3,1.445,86.72,20,0.458,PTFE,Foil,Heat Shrink,MIL-DTL-38999,28VDC,TRUE,TRUE,FALSE,1.264,5,6.2,20,952.66,0.223,0
P8163,Cockpit,Normal,106,18,5,4,0.838,88.81,24,0.257,Polyimide,Braid,Braided Sleeving,MIL-DTL-38999,115VAC 400Hz,TRUE,TRUE,FALSE,0.754,2,7.35,20.49,803.89,0.278,0
P2828,Cargo Bay,Normal,48,11,3,3,1.791,85.98,16,0.404,XL-ETFE,Foil,Braided Sleeving,MIL-DTL-26482,115VAC 400Hz,TRUE,TRUE,TRUE,2.125,13,6.08,14.39,350.86,0.218,1
P2927,Avionics Bay,Vibration-Prone,45,12,1,2,1.147,51.61,18,0.665,PTFE,Foil,Heat Shrink,MIL-DTL-38999,115VAC 400Hz,TRUE,TRUE,TRUE,1.008,8,6.35,13.04,555.8,0.345,1
P7420,Avionics Bay,Normal,78,19,4,5,1.773,138.29,20,0.864,XL-ETFE,Braid,Lacing Cord,D-Sub,115VAC 400Hz,TRUE,TRUE,TRUE,2.181,5,6.98,19.55,370.39,0.272,1
P3256,Cabin,Normal,102,28,3,6,0.691,70.45,16,0.621,PTFE,None,Braided Sleeving,MIL-DTL-83723,115VAC 400Hz,TRUE,FALSE,TRUE,1.732,13,6.39,22.96,1004.42,0.229,1
P3480,Cargo Bay,High Temp,87,29,2,4,1.735,150.91,18,0.734,Polyimide,Braid,Heat Shrink,Micro-D,28VDC,TRUE,TRUE,FALSE,2.986,6.8,7.69,21.08,906.05,0.288,0
P8263,Engine Nacelle,Vibration-Prone,48,18,4,4,1.425,68.4,22,0.687,XL-ETFE,Braid,Spiral Wrap,MIL-DTL-38999,28VDC,TRUE,TRUE,FALSE,0.82,3,7.15,17.18,834.65,0.374,0
P5314,Wing Root,Vibration-Prone,149,33,3,5,1.698,253.01,20,0.244,PTFE,Foil,Lacing Cord,MIL-DTL-83723,28VDC,TRUE,TRUE,FALSE,3.529,5,7.82,25.27,1320.85,0.439,0
P5135,Cargo Bay,Normal,80,19,0,4,1.398,111.82,18,0.79,PTFE,Foil,Braided Sleeving,Micro-D,115VAC 400Hz,TRUE,TRUE,TRUE,2.236,8,6.35,14.59,600.22,0.225,0
P4390,Wing Root,Normal,141,34,9,9,1.405,198.04,14,0.92,PTFE,Foil,Lacing Cord,D-Sub,28VDC,TRUE,TRUE,FALSE,7.214,20,7.7,24.53,607.1,0.296,0
P5934,Cockpit,Moisture-Prone,65,9,4,3,1.222,79.41,20,0.573,PTFE,None,Lacing Cord,MIL-DTL-83723,115VAC 400Hz,TRUE,TRUE,TRUE,1.128,5,5.89,15.21,341.51,0.239,1
P4879,Avionics Bay,Moisture-Prone,86,20,0,5,1.48,127.24,22,0.306,XL-ETFE,None,Braided Sleeving,MIL-DTL-38999,115VAC 400Hz,TRUE,TRUE,TRUE,1.345,3,6.12,17.83,907.86,0.22,0
P1149,Cockpit,High Temp,91,19,5,8,2.535,230.73,18,0.738,PVC,Braid,Spiral Wrap,MIL-DTL-38999,115VAC 400Hz,TRUE,TRUE,TRUE,4.568,6.8,7.64,20.95,986.35,0.287,0
P2545,Wing Root,Moisture-Prone,99,25,6,5,1.791,177.36,18,0.631,PTFE,Braid,Braided Sleeving,Micro-D,270VDC,TRUE,TRUE,TRUE,3.44,8,7.68,25.35,860.93,0.266,1
P3032,Wing Root,Normal,122,28,2,5,1.526,186.22,18,0.701,XL-ETFE,Foil+Braid,Heat Shrink,MIL-DTL-38999,28VDC,TRUE,TRUE,FALSE,3.661,8,7.49,23.86,1345.93,0.26,0
P6248,Wing Root,Moisture-Prone,97,17,8,1,1.663,161.27,24,0.57,XL-ETFE,None,Lacing Cord,MIL-DTL-26482,28VDC,TRUE,FALSE,FALSE,1.39,2,6.43,22.5,523.08,0.257,1
P3655,Avionics Bay,High Temp,91,26,2,3,1.679,152.81,12,0.193,PVC,None,Spiral Wrap,MIL-DTL-38999,230VAC 50Hz,TRUE,TRUE,TRUE,5.737,21.25,6.5,17.15,1303.55,0.252,0
P1856,Engine Nacelle,High Temp,111,32,6,2,1.012,112.35,18,0.951,PTFE,None,Heat Shrink,Micro-D,28VDC,TRUE,TRUE,FALSE,2.205,6.8,6.89,22.8,953.54,0.242,1
P4338,Wing Root,High Temp,87,28,4,5,2.07,180.07,26,0.703,PTFE,Braid,Lacing Cord,Micro-D,115VAC 400Hz,TRUE,TRUE,TRUE,1.279,1.02,7.65,23.94,879.87,0.294,0
P9412,Engine Nacelle,Normal,89,17,4,4,1.679,149.43,20,0.623,PVC,None,Lacing Cord,MIL-DTL-83723,28VDC,TRUE,TRUE,FALSE,2.143,5,6.06,19.37,730.22,0.269,0
P1848,Wing Root,Normal,49,11,2,2,1.748,85.63,12,0.602,PTFE,None,Heat Shrink,MIL-DTL-83723,28VDC,TRUE,TRUE,FALSE,3.495,25,5.28,13.21,481.84,0.198,0
P8247,Cargo Bay,Normal,47,11,1,0,1.687,79.3,16,0.628,XL-ETFE,None,Braided Sleeving,MIL-DTL-38999,28VDC,TRUE,TRUE,FALSE,1.952,13,4.96,9.14,533.03,0.189,0
P4086,Cabin,High Temp,70,12,0,1,1.642,114.95,22,0.716,XL-ETFE,Foil,Heat Shrink,Micro-D,28VDC,TRUE,TRUE,FALSE,1.385,2.55,6.29,16.76,417.97,0.224,0
P9972,Wing Root,High Temp,124,33,4,5,1.299,161.11,24,0.568,XL-ETFE,None,Braided Sleeving,Micro-D,28VDC,TRUE,TRUE,FALSE,1.388,1.7,7.02,22.53,1008.78,0.246,0
P9551,Cabin,Normal,103,28,5,10,1.295,133.44,22,0.564,XL-ETFE,None,Heat Shrink,MIL-DTL-26482,230VAC 50Hz,TRUE,TRUE,FALSE,1.486,3,6.63,23.93,704.02,0.235,1
P9561,Engine Nacelle,Moisture-Prone,69,16,1,1,0.844,58.23,14,0.443,XL-ETFE,Foil+Braid,Lacing Cord,MIL-DTL-26482,115VAC 400Hz,TRUE,TRUE,TRUE,1.934,20,6.92,19.61,396.12,0.27,1
P1166,Cabin,Normal,74,22,3,8,1.922,142.24,22,0.593,XL-ETFE,None,Heat Shrink,Micro-D,28VDC,TRUE,TRUE,FALSE,1.594,3,6.16,16.02,748.83,0.22,1
P4384,Avionics Bay,Moisture-Prone,75,27,4,4,1.786,133.93,10,0.83,PTFE,Braid,Braided Sleeving,D-Sub,270VDC,TRUE,TRUE,TRUE,8.245,30,7.42,19.53,532.77,0.256,0
P7881,Wing Root,Vibration-Prone,80,27,4,2,2.008,160.64,18,0.707,Polyimide,None,Lacing Cord,MIL-DTL-38999,28VDC,TRUE,TRUE,FALSE,3.011,8,6.82,21.65,1258.88,0.43,0
P6303,Engine Nacelle,High Temp,71,11,1,3,1.828,129.78,16,0.352,XL-ETFE,Foil,Heat Shrink,MIL-DTL-83723,28VDC,TRUE,TRUE,FALSE,3.173,11.05,6.54,14.06,497.89,0.23,0
P7370,Engine Nacelle,Normal,90,20,2,6,1.917,172.52,22,0.65,XL-ETFE,Braid,Lacing Cord,D-Sub,115VAC 400Hz,TRUE,TRUE,TRUE,2.053,3,6.98,15.78,381.62,0.271,0
P8298,Cabin,High Temp,55,24,2,5,1.851,101.79,22,0.434,PTFE,None,Spiral Wrap,MIL-DTL-83723,28VDC,TRUE,TRUE,FALSE,1.105,2.55,6.28,19.32,870.96,0.225,0
P9657,Avionics Bay,High Temp,23,4,2,3,1.521,34.99,26,0.421,XL-ETFE,Foil,Heat Shrink,MIL-DTL-38999,28VDC,TRUE,TRUE,FALSE,0.235,1.02,5.6,9.89,215.63,0.204,0
P3389,Avionics Bay,Normal,44,7,5,1,1.853,81.55,14,0.584,PTFE,Braid,Heat Shrink,MIL-DTL-26482,270VDC,TRUE,TRUE,TRUE,2.786,20,6.04,16,285.77,0.217,0
P2825,Cabin,Vibration-Prone,86,24,4,5,2.002,172.18,22,0.699,PTFE,None,Heat Shrink,MIL-DTL-83723,28VDC,TRUE,TRUE,FALSE,1.97,3,6.75,20.74,913.66,0.362,0
P3866,Avionics Bay,Normal,66,18,4,2,1.206,79.6,16,0.498,PTFE,None,Heat Shrink,MIL-DTL-38999,28VDC,TRUE,TRUE,FALSE,1.91,13,5.81,17.67,867.64,0.212,0
P5849,Engine Nacelle,High Temp,76,14,0,5,1.666,126.58,24,0.666,PTFE,Braid,Lacing Cord,MIL-DTL-38999,270VDC,TRUE,TRUE,TRUE,1.167,1.7,6.86,18.44,696.83,0.268,0
P8905,Cabin,Vibration-Prone,105,30,5,4,1.676,175.97,18,0.193,XL-ETFE,Foil+Braid,Braided Sleeving,Micro-D,28VDC,TRUE,TRUE,FALSE,3.121,8,8.1,24.46,990.72,0.412,0
P6547,Engine Nacelle,Normal,95,20,2,4,1.804,171.38,18,0.751,Polyimide,Foil,Lacing Cord,MIL-DTL-83723,28VDC,TRUE,FALSE,FALSE,3.402,8,6.92,21.72,874.05,0.295,0
P4415,Cockpit,Normal,84,20,3,4,1.893,159.04,14,0.58,XL-ETFE,None,Lacing Cord,MIL-DTL-38999,270VDC,TRUE,TRUE,TRUE,5.17,20,6.04,20.44,992.48,0.246,1
P1787,Cabin,Moisture-Prone,51,7,0,1,1.293,65.95,12,0.591,XL-ETFE,None,Lacing Cord,MIL-DTL-83723,28VDC,TRUE,TRUE,FALSE,2.686,25,5.12,10.46,322.46,0.217,0
P1597,Cabin,High Temp,75,15,2,5,1.274,95.52,10,0.757,Polyimide,Foil,Lacing Cord,MIL-DTL-38999,28VDC,TRUE,TRUE,FALSE,5.8,25.5,7.12,17.27,809.67,0.3,1
P8716,Cockpit,Moisture-Prone,90,19,0,2,2.175,195.78,10,0.667,PVC,Braid,Heat Shrink,Micro-D,28VDC,TRUE,TRUE,FALSE,11.683,30,6.86,19.23,831.83,0.262,0
P9497,Cargo Bay,High Temp,108,31,5,5,1.436,155.1,20,0.911,XL-ETFE,None,Heat Shrink,MIL-DTL-38999,28VDC,TRUE,TRUE,FALSE,2.35,4.25,6.97,26.05,1457,0.246,0
P3921,Cabin,High Temp,109,20,3,6,1.306,142.35,22,0.988,PTFE,None,Heat Shrink,MIL-DTL-26482,115VAC 400Hz,TRUE,TRUE,TRUE,1.719,2.55,6.69,16.13,537.39,0.234,0
P8428,Wing Root,Normal,55,17,0,1,2.045,112.5,14,0.509,Polyimide,Braid,Lacing Cord,MIL-DTL-38999,28VDC,TRUE,TRUE,FALSE,3.787,20,6.33,14.69,802.19,0.275,0
P5289,Cockpit,Normal,63,20,0,4,1.4,88.2,20,0.618,XL-ETFE,Foil,Lacing Cord,MIL-DTL-83723,28VDC,TRUE,TRUE,FALSE,1.327,5,6.24,16.75,744.33,0.25,0
P2623,Cockpit,Normal,50,11,0,2,1.199,59.93,16,0.51,XL-ETFE,Foil+Braid,Braided Sleeving,MIL-DTL-83723,28VDC,TRUE,TRUE,FALSE,1.513,13,6.17,13.68,430,0.22,1
P7763,Engine Nacelle,Moisture-Prone,10,10,0,0,1.624,16.24,22,0.748,Polyimide,None,Lacing Cord,MIL-DTL-38999,28VDC,TRUE,TRUE,FALSE,0.187,3,4.5,8.57,410.54,0.221,1
P5062,Avionics Bay,Moisture-Prone,109,27,0,2,1.261,137.45,26,0.893,XL-ETFE,Foil+Braid,Lacing Cord,MIL-DTL-38999,28VDC,TRUE,TRUE,FALSE,1.012,1.2,7.35,18.03,1184.43,0.283,0
P8731,Cabin,High Temp,89,14,2,5,2.074,184.55,24,0.618,PVC,None,Spiral Wrap,MIL-DTL-38999,28VDC,TRUE,TRUE,FALSE,1.606,1.7,6.3,21.42,725.32,0.247,0
P9588,Cargo Bay,Vibration-Prone,114,33,0,5,1.504,171.51,22,0.424,PVC,None,Braided Sleeving,MIL-DTL-38999,115VAC 400Hz,TRUE,FALSE,TRUE,1.858,3,6.68,22.17,1458.68,0.388,0
P3734,Engine Nacelle,Vibration-Prone,80,16,2,4,1.604,128.28,18,0.951,XL-ETFE,Braid,Lacing Cord,MIL-DTL-38999,115VAC 400Hz,TRUE,TRUE,TRUE,2.643,8,7.24,15.73,834.09,0.413,1
P6704,Cockpit,High Temp,77,21,4,3,2.07,159.43,14,0.343,PTFE,None,Braided Sleeving,MIL-DTL-38999,28VDC,TRUE,TRUE,FALSE,4.942,17,6.45,17.56,1040.97,0.228,0
P2809,Avionics Bay,Normal,119,22,5,5,1.299,154.55,26,0.541,Polyimide,None,Heat Shrink,MIL-DTL-38999,270VDC,TRUE,TRUE,TRUE,1.013,1.2,6.65,22.98,997.96,0.258,0
P7029,Cargo Bay,Normal,79,19,4,5,1.607,126.97,20,0.383,PTFE,Braid,Lacing Cord,MIL-DTL-26482,115VAC 400Hz,TRUE,TRUE,TRUE,1.823,5,6.99,23.02,537.71,0.274,0
P6022,Avionics Bay,Normal,119,29,5,4,1.771,210.72,24,0.469,PTFE,None,Braided Sleeving,MIL-DTL-38999,28VDC,TRUE,TRUE,FALSE,1.78,2,6.53,23.27,1329.03,0.233,1
P2702,Wing Root,Moisture-Prone,73,21,7,3,2.592,189.24,16,0.501,PTFE,Braid,Braided Sleeving,MIL-DTL-26482,28VDC,TRUE,TRUE,FALSE,4.769,13,7.38,20.15,635.58,0.255,0
P7125,Cockpit,Normal,70,21,1,1,0.869,60.81,14,0.923,XL-ETFE,Braid,Braided Sleeving,MIL-DTL-38999,28VDC,TRUE,TRUE,FALSE,2.216,20,6.49,16.27,954.77,0.229,1
P8186,Cargo Bay,Vibration-Prone,116,31,6,5,1.255,145.59,26,0.483,PTFE,Foil+Braid,Lacing Cord,MIL-DTL-83723,115VAC 400Hz,TRUE,TRUE,TRUE,0.99,1.2,8.26,24.84,1122.18,0.455,1
P2924,Engine Nacelle,Normal,38,10,0,1,1.689,64.17,18,0.315,PTFE,Foil+Braid,Heat Shrink,MIL-DTL-38999,28VDC,TRUE,TRUE,FALSE,1.168,8,5.9,14.98,496.12,0.213,0
P1472,Cargo Bay,High Temp,35,4,1,2,0.931,32.59,22,0.471,PTFE,Braid,Lacing Cord,MIL-DTL-83723,28VDC,TRUE,TRUE,FALSE,0.374,2.55,5.88,13.85,183.96,0.239,0
P9407,Avionics Bay,Normal,59,19,2,3,1.37,80.81,18,0.57,Polyimide,None,Braided Sleeving,D-Sub,28VDC,TRUE,TRUE,FALSE,1.475,8,5.91,13.87,301.78,0.234,1
P8660,Wing Root,Normal,63,19,1,0,1.637,103.15,20,0.735,XL-ETFE,Braid,Lacing Cord,MIL-DTL-38999,28VDC,TRUE,TRUE,FALSE,1.588,5,6.27,16.64,900.55,0.25,1
P5887,Cabin,Vibration-Prone,41,17,4,4,0.965,39.55,18,0.426,PTFE,Foil,Lacing Cord,Micro-D,28VDC,TRUE,TRUE,FALSE,0.737,8,6.81,19.66,498.57,0.399,1
P2403,Engine Nacelle,Moisture-Prone,21,5,3,0,1.471,30.89,18,0.824,XL-ETFE,None,Braided Sleeving,MIL-DTL-38999,115VAC 400Hz,TRUE,TRUE,TRUE,0.592,8,4.7,8.48,242.75,0.183,0
P7103,Engine Nacelle,High Temp,97,19,0,3,1.783,172.99,12,0.754,XL-ETFE,Foil+Braid,Lacing Cord,MIL-DTL-83723,115VAC 400Hz,TRUE,TRUE,TRUE,7.635,21.25,7.27,20.32,956.16,0.281,0
P3686,Cockpit,Moisture-Prone,85,19,1,4,1.547,131.46,20,0.1,PTFE,Foil,Lacing Cord,MIL-DTL-38999,28VDC,TRUE,FALSE,FALSE,1.778,5,6.86,19.11,891.32,0.268,1
P8968,Wing Root,Normal,77,15,4,0,1.977,152.22,22,0.617,XL-ETFE,Foil,Heat Shrink,MIL-DTL-38999,28VDC,TRUE,TRUE,FALSE,1.799,3,6.29,17.2,790.04,0.224,0
P1684,Cargo Bay,High Temp,117,32,4,7,1.4,163.76,18,0.415,PTFE,None,Lacing Cord,Micro-D,115VAC 400Hz,TRUE,TRUE,TRUE,2.898,6.8,7.05,23.95,1004.82,0.276,0
P3019,Engine Nacelle,Normal,94,17,2,5,1.092,102.65,24,0.839,XL-ETFE,None,Lacing Cord,MIL-DTL-38999,28VDC,TRUE,TRUE,FALSE,0.932,2,6,15.32,819.74,0.242,0
P5766,Cockpit,Normal,128,35,6,10,1.368,175.09,24,0.989,PTFE,Foil+Braid,Heat Shrink,MIL-DTL-38999,28VDC,TRUE,TRUE,FALSE,1.716,2,8.02,26.79,1669.38,0.276,0
P8914,Engine Nacelle,Normal,69,16,1,3,2.062,142.29,20,0.584,XL-ETFE,Foil+Braid,Heat Shrink,MIL-DTL-38999,270VDC,TRUE,TRUE,TRUE,2.127,5,6.72,19.31,821.23,0.236,1
P4963,Engine Nacelle,High Temp,84,18,0,6,1.628,136.79,24,0.429,PTFE,Braid,Lacing Cord,MIL-DTL-83723,28VDC,TRUE,TRUE,FALSE,1.204,1.7,7.07,20.58,710.88,0.275,0
